time,open,high,low,close
1382478480,189.16,189.2,189.16,189.2
1382478540,189.26,189.3,189.26,189.3
1382478600,189.36,189.36,189.36,189.36
1382478660,189.44,189.45,189.44,189.45
1382478720,189.45,189.45,189.45,189.45
1382478780,189.45,189.46,189.45,189.46
1382478840,189.46,189.75,189.46,189.75
1382478900,189.74,189.74,189.74,189.74
1382478960,189.12,189.74,189.12,189.74
1382479020,NaN,NaN,NaN,NaN
1382479080,189.74,189.74,189.12,189.12
1382479140,189.2,189.2,189.2,189.2
1382479200,189.2,189.2,189.2,189.2
1382479260,189.13,189.2,189.13,189.2
1382479320,189.2,189.2,189.2,189.2
1382479380,189.2,189.59,189.13,189.59
1382479440,189.58,189.58,189.58,189.58
1382479500,NaN,NaN,NaN,NaN
1382479560,189.74,189.75,189.74,189.75
1382479620,189.74,189.74,189.58,189.58
1382479680,189.58,189.58,189.58,189.58
1382479740,189.21,189.21,189.12,189.12
1382479800,188.79,188.79,188.79,188.79
1382479860,188.79,188.79,188.79,188.79
1382479920,NaN,NaN,NaN,NaN
1382479980,189.58,189.58,189.58,189.58
1382480040,189.58,189.58,189.58,189.58
1382480100,189.58,189.58,189.58,189.58
1382480160,188.8,188.8,188.48,188.48
1382480220,189.56,189.57,189.56,189.57
1382480280,189.57,189.58,189.57,189.58
1382480340,189.58,189.58,189.58,189.58
1382480400,189.55,189.55,189.55,189.55
1382480460,189.5,189.58,189.5,189.58
1382480520,189.57,189.58,189,189
1382480580,189.57,189.58,189.57,189.58
1382480640,189.58,189.58,189.58,189.58
1382480700,189.58,189.58,189.58,189.58
1382480760,189.58,189.58,189.58,189.58
1382480820,189.57,189.58,189.57,189.58
1382480880,189.5,189.5,189,189
1382480940,189,189.58,189,189.58
1382481000,189.7,189.75,189.7,189.74
1382481060,189.7,189.7,188.82,188.82
1382481120,188.82,188.82,188.82,188.82
1382481180,188.82,188.82,188.8,188.8
1382481240,188.8,188.8,188.8,188.8
1382481300,188.8,188.82,188.8,188.82
1382481360,188.82,188.82,188.82,188.82
1382481420,188.82,188.82,188.82,188.82
1382481480,188.82,188.82,188.73,188.73
1382481540,NaN,NaN,NaN,NaN
1382481600,188.73,188.73,188,188
1382481660,188,188,188,188
1382481720,188,188,187.2,187.2
1382481780,NaN,NaN,NaN,NaN
1382481840,188,188,187.3,187.34
1382481900,187.97,188,187.97,188
1382481960,NaN,NaN,NaN,NaN
1382482020,187.5,187.99,187.5,187.99
1382482080,NaN,NaN,NaN,NaN
1382482140,NaN,NaN,NaN,NaN
1382482200,188,188,188,188
1382482260,188,188,187.98,188
1382482320,187.51,187.99,187.21,187.99
1382482380,NaN,NaN,NaN,NaN
1382482440,NaN,NaN,NaN,NaN
1382482500,188,188,188,188
1382482560,NaN,NaN,NaN,NaN
1382482620,187.5,187.5,187.5,187.5
1382482680,188,188,188,188
1382482740,187.5,188,187.5,188
1382482800,188,188,188,188
1382482860,188,188,188,188
1382482920,NaN,NaN,NaN,NaN
1382482980,NaN,NaN,NaN,NaN
1382483040,188,188,188,188
1382483100,188,188.4,188,188.4
1382483160,188.4,188.49,188.4,188.49
1382483220,188.49,188.49,188.49,188.49
1382483280,188.5,188.5,188.5,188.5
1382483340,188.5,188.69,188.5,188.69
1382483400,188.68,188.69,188.68,188.69
1382483460,188.68,188.68,188.68,188.68
1382483520,188.68,188.68,188.68,188.68
1382483580,188.68,188.69,188.68,188.69
1382483640,NaN,NaN,NaN,NaN
1382483700,188.69,188.69,188.69,188.69
1382483760,188.69,188.69,188.69,188.69
1382483820,NaN,NaN,NaN,NaN
1382483880,188.69,188.69,188.69,188.69
1382483940,188.21,188.71,188.19,188.19
1382484000,188.71,188.71,188.71,188.71
1382484060,188.71,188.71,188.71,188.71
1382484120,188.71,188.71,188.71,188.71
1382484180,188.71,188.71,188.71,188.71
1382484240,NaN,NaN,NaN,NaN
1382484300,188.71,188.71,188.71,188.71
1382484360,188.71,188.71,188.71,188.71
1382484420,NaN,NaN,NaN,NaN
1382484480,NaN,NaN,NaN,NaN
1382484540,188.71,188.92,188.71,188.92
1382484600,NaN,NaN,NaN,NaN
1382484660,189.04,189.04,189.04,189.04
1382484720,189.04,189.04,189,189.01
1382484780,189,189,189,189
1382484840,189.01,189.01,189.01,189.01
1382484900,NaN,NaN,NaN,NaN
1382484960,189.01,189.01,189.01,189.01
1382485020,NaN,NaN,NaN,NaN
1382485080,189.01,189.01,189.01,189.01
1382485140,189.01,189.01,189.01,189.01
1382485200,189.01,189.01,189.01,189.01
1382485260,189.01,189.2,189.01,189.2
1382485320,189.31,189.34,189.31,189.34
1382485380,NaN,NaN,NaN,NaN
1382485440,189.34,189.34,189.34,189.34
1382485500,189.31,189.31,189.31,189.31
1382485560,189.34,189.35,189.34,189.35
1382485620,189.35,189.35,189.35,189.35
1382485680,189.35,189.5,189.35,189.5
1382485740,NaN,NaN,NaN,NaN
1382485800,189.5,189.5,189.5,189.5
1382485860,189.5,189.5,189.5,189.5
1382485920,189.5,189.72,189.5,189.72
1382485980,189.72,189.75,189.4,189.75
1382486040,189.36,189.36,189.35,189.35
1382486100,NaN,NaN,NaN,NaN
1382486160,189.75,189.75,189.75,189.75
1382486220,189.75,189.75,189.75,189.75
1382486280,NaN,NaN,NaN,NaN
1382486340,NaN,NaN,NaN,NaN
1382486400,NaN,NaN,NaN,NaN
1382486460,NaN,NaN,NaN,NaN
1382486520,NaN,NaN,NaN,NaN
1382486580,NaN,NaN,NaN,NaN
1382486640,NaN,NaN,NaN,NaN
1382486700,NaN,NaN,NaN,NaN
1382486760,189.74,189.75,189.74,189.75
1382486820,189.75,189.75,189.75,189.75
1382486880,189.75,189.75,189.75,189.75
1382486940,189.75,189.75,189.75,189.75
1382487000,189.75,189.75,189.41,189.41
1382487060,189.75,189.75,189.74,189.74
1382487120,189.74,189.74,189.74,189.74
1382487180,189.74,189.75,189.41,189.75
1382487240,189.75,189.75,189.75,189.75
1382487300,189.75,189.75,189.75,189.75
1382487360,189.75,189.99,189.75,189.99
1382487420,189.98,189.99,189.97,189.99
1382487480,189.99,190,189.99,190
1382487540,189.99,189.99,189.99,189.99
1382487600,189.98,189.98,189.98,189.98
1382487660,189.98,190,189.98,190
1382487720,190,190,190,190
1382487780,190,190,190,190
1382487840,190,190,190,190
1382487900,189.53,189.53,189.53,189.53
1382487960,190,190,190,190
1382488020,190,190,190,190
1382488080,190,190,190,190
1382488140,190.03,190.37,190.03,190.37
1382488200,190.37,190.51,190.37,190.51
1382488260,190.51,190.52,190.51,190.52
1382488320,190.52,190.52,190.52,190.52
1382488380,190.52,190.53,190.52,190.53
1382488440,190.53,190.66,190.53,190.66
1382488500,190.66,190.97,190.66,190.97
1382488560,191.03,191.4,191.03,191.4
1382488620,191.4,191.4,191.4,191.4
1382488680,NaN,NaN,NaN,NaN
1382488740,191.4,191.4,191.4,191.4
1382488800,NaN,NaN,NaN,NaN
1382488860,191.45,191.45,191.45,191.45
1382488920,191.45,191.45,191.45,191.45
1382488980,NaN,NaN,NaN,NaN
1382489040,NaN,NaN,NaN,NaN
1382489100,191.4,191.4,191.4,191.4
1382489160,191.46,191.5,191.46,191.5
1382489220,191.5,191.5,191.1,191.1
1382489280,191,191,191,191
1382489340,191,191,191,191
1382489400,191,191,191,191
1382489460,191,191,191,191
1382489520,191,191,190.69,190.69
1382489580,190.69,190.69,190.69,190.69
1382489640,190.69,190.69,190.69,190.69
1382489700,191,191,191,191
1382489760,191,191,191,191
1382489820,191,191,191,191
1382489880,191,191,191,191
1382489940,191,191,191,191
1382490000,191,191,191,191
1382490060,191,191,191,191
1382490120,191,191,191,191
1382490180,191,191,191,191
1382490240,NaN,NaN,NaN,NaN
1382490300,NaN,NaN,NaN,NaN
1382490360,NaN,NaN,NaN,NaN
1382490420,NaN,NaN,NaN,NaN
1382490480,NaN,NaN,NaN,NaN
1382490540,NaN,NaN,NaN,NaN
1382490600,190.64,190.64,190.59,190.59
1382490660,NaN,NaN,NaN,NaN
1382490720,190.99,191,190.99,191
1382490780,NaN,NaN,NaN,NaN
1382490840,NaN,NaN,NaN,NaN
1382490900,NaN,NaN,NaN,NaN
1382490960,NaN,NaN,NaN,NaN
1382491020,NaN,NaN,NaN,NaN
1382491080,NaN,NaN,NaN,NaN
1382491140,190.6,190.6,190.6,190.6
1382491200,191,191,191,191
1382491260,190.8,191,190.5,190.5
1382491320,NaN,NaN,NaN,NaN
1382491380,190.8,190.8,190.8,190.8
1382491440,190.51,190.51,190.51,190.51
1382491500,190.51,190.51,190.51,190.51
1382491560,190.51,190.51,190.51,190.51
1382491620,190.51,190.51,190.51,190.51
1382491680,NaN,NaN,NaN,NaN
1382491740,190.51,190.51,190.51,190.51
1382491800,190.51,190.51,190.51,190.51
1382491860,190.51,190.91,190.51,190.91
1382491920,190.95,190.95,190.95,190.95
1382491980,NaN,NaN,NaN,NaN
1382492040,NaN,NaN,NaN,NaN
1382492100,NaN,NaN,NaN,NaN
1382492160,190.98,190.98,190.98,190.98
1382492220,190.98,190.98,190.98,190.98
1382492280,190.98,190.98,190.98,190.98
1382492340,190.99,190.99,190.98,190.99
1382492400,190.99,190.99,190.99,190.99
1382492460,NaN,NaN,NaN,NaN
1382492520,NaN,NaN,NaN,NaN
1382492580,NaN,NaN,NaN,NaN
1382492640,NaN,NaN,NaN,NaN
1382492700,NaN,NaN,NaN,NaN
1382492760,NaN,NaN,NaN,NaN
1382492820,NaN,NaN,NaN,NaN
1382492880,NaN,NaN,NaN,NaN
1382492940,190.99,190.99,190.99,190.99
1382493000,190.95,190.95,190.95,190.95
1382493060,190.95,190.95,190.95,190.95
1382493120,NaN,NaN,NaN,NaN
1382493180,190.95,190.95,190.95,190.95
1382493240,NaN,NaN,NaN,NaN
1382493300,NaN,NaN,NaN,NaN
1382493360,NaN,NaN,NaN,NaN
1382493420,190.95,191,190.95,191
1382493480,191,191,191,191
1382493540,191,191.4,190.64,191.4
1382493600,NaN,NaN,NaN,NaN
1382493660,191.08,191.08,191.08,191.08
1382493720,190.72,190.72,190.72,190.72
1382493780,NaN,NaN,NaN,NaN
1382493840,NaN,NaN,NaN,NaN
1382493900,NaN,NaN,NaN,NaN
1382493960,191.08,191.4,191.08,191.4
1382494020,191.4,191.4,191.4,191.4
1382494080,NaN,NaN,NaN,NaN
1382494140,190.83,190.83,190.83,190.83
1382494200,NaN,NaN,NaN,NaN
1382494260,NaN,NaN,NaN,NaN
1382494320,NaN,NaN,NaN,NaN
1382494380,190.81,190.81,190.01,190.01
1382494440,190.01,190.01,189.82,189.82
1382494500,189.81,189.82,189.81,189.82
1382494560,189.82,189.82,189.82,189.82
1382494620,NaN,NaN,NaN,NaN
1382494680,NaN,NaN,NaN,NaN
1382494740,189.8,189.8,189.7,189.7
1382494800,189.69,189.69,189.69,189.69
1382494860,189.66,189.66,189.66,189.66
1382494920,189.66,189.7,189.66,189.7
1382494980,NaN,NaN,NaN,NaN
1382495040,189.66,189.7,189.57,189.7
1382495100,189.7,189.7,189.7,189.7
1382495160,NaN,NaN,NaN,NaN
1382495220,190.17,190.5,189.71,189.71
1382495280,NaN,NaN,NaN,NaN
1382495340,189.71,189.71,189.71,189.71
1382495400,NaN,NaN,NaN,NaN
1382495460,190.12,190.12,190.12,190.12
1382495520,NaN,NaN,NaN,NaN
1382495580,190.14,190.49,190.14,190.49
1382495640,NaN,NaN,NaN,NaN
1382495700,190.49,190.5,190.49,190.5
1382495760,190.5,190.5,190.5,190.5
1382495820,NaN,NaN,NaN,NaN
1382495880,NaN,NaN,NaN,NaN
1382495940,NaN,NaN,NaN,NaN
1382496000,190.6,190.63,190.6,190.63
1382496060,NaN,NaN,NaN,NaN
1382496120,NaN,NaN,NaN,NaN
1382496180,190.63,190.86,190.63,190.86
1382496240,190.86,190.86,190.86,190.86
1382496300,NaN,NaN,NaN,NaN
1382496360,NaN,NaN,NaN,NaN
1382496420,190.87,190.88,190.87,190.88
1382496480,190.88,190.9,190.88,190.9
1382496540,190.9,191.84,190.9,191.84
1382496600,191.83,191.83,191.83,191.83
1382496660,NaN,NaN,NaN,NaN
1382496720,190.58,191.8,190.58,191.53
1382496780,191.79,191.79,191.79,191.79
1382496840,NaN,NaN,NaN,NaN
1382496900,NaN,NaN,NaN,NaN
1382496960,NaN,NaN,NaN,NaN
1382497020,191.8,191.8,191.8,191.8
1382497080,NaN,NaN,NaN,NaN
1382497140,NaN,NaN,NaN,NaN
1382497200,191.54,191.54,191.54,191.54
1382497260,NaN,NaN,NaN,NaN
1382497320,191.5,191.59,191.5,191.59
1382497380,191.58,191.79,191.58,191.79
1382497440,NaN,NaN,NaN,NaN
1382497500,NaN,NaN,NaN,NaN
1382497560,NaN,NaN,NaN,NaN
1382497620,NaN,NaN,NaN,NaN
1382497680,NaN,NaN,NaN,NaN
1382497740,NaN,NaN,NaN,NaN
1382497800,NaN,NaN,NaN,NaN
1382497860,NaN,NaN,NaN,NaN
1382497920,NaN,NaN,NaN,NaN
1382497980,NaN,NaN,NaN,NaN
1382498040,191.51,191.53,191.5,191.5
1382498100,NaN,NaN,NaN,NaN
1382498160,191.78,191.79,191.14,191.14
1382498220,NaN,NaN,NaN,NaN
1382498280,NaN,NaN,NaN,NaN
1382498340,NaN,NaN,NaN,NaN
1382498400,NaN,NaN,NaN,NaN
1382498460,191.59,191.59,191.59,191.59
1382498520,191.59,191.59,190.8,190.8
1382498580,NaN,NaN,NaN,NaN
1382498640,191.21,191.21,190.81,190.81
1382498700,190.81,190.81,190.81,190.81
1382498760,NaN,NaN,NaN,NaN
1382498820,NaN,NaN,NaN,NaN
1382498880,NaN,NaN,NaN,NaN
1382498940,NaN,NaN,NaN,NaN
1382499000,191,191,191,191
1382499060,NaN,NaN,NaN,NaN
1382499120,191.15,191.15,191.15,191.15
1382499180,191.15,191.21,191.15,191.21
1382499240,NaN,NaN,NaN,NaN
1382499300,191.04,191.25,191.04,191.25
1382499360,NaN,NaN,NaN,NaN
1382499420,191.25,191.25,191.25,191.25
1382499480,191.24,191.25,191.24,191.25
1382499540,191.25,191.25,191.25,191.25
1382499600,NaN,NaN,NaN,NaN
1382499660,NaN,NaN,NaN,NaN
1382499720,NaN,NaN,NaN,NaN
1382499780,NaN,NaN,NaN,NaN
1382499840,NaN,NaN,NaN,NaN
1382499900,191.71,191.71,191.71,191.71
1382499960,191.75,191.78,191.75,191.78
1382500020,NaN,NaN,NaN,NaN
1382500080,191.78,191.97,191.55,191.97
1382500140,191.93,191.93,191.92,191.92
1382500200,191.97,192,191.97,192
1382500260,192.04,192.29,192.04,192.29
1382500320,192.28,192.28,192.28,192.28
1382500380,192.28,193,192.28,193
1382500440,NaN,NaN,NaN,NaN
1382500500,193.12,193.12,193.12,193.12
1382500560,NaN,NaN,NaN,NaN
1382500620,193.13,193.28,193.13,193.28
1382500680,193.42,193.69,192.91,192.91
1382500740,193.69,193.69,193.69,193.69
1382500800,193.5,193.5,193.5,193.5
1382500860,NaN,NaN,NaN,NaN
1382500920,193.68,193.69,193.5,193.5
1382500980,NaN,NaN,NaN,NaN
1382501040,NaN,NaN,NaN,NaN
1382501100,NaN,NaN,NaN,NaN
1382501160,193.69,193.98,193.69,193.98
1382501220,193.94,193.94,193.92,193.92
1382501280,193.92,193.92,193.51,193.51
1382501340,193.94,193.94,193.89,193.89
1382501400,193.89,193.98,193.89,193.98
1382501460,193.75,193.75,193.75,193.75
1382501520,NaN,NaN,NaN,NaN
1382501580,193.74,193.74,193.74,193.74
1382501640,193.74,193.74,193.7,193.7
1382501700,193.68,193.68,193.65,193.66
1382501760,193.66,193.66,193.66,193.66
1382501820,193.66,193.66,193.64,193.64
1382501880,193.66,193.66,193.66,193.66
1382501940,NaN,NaN,NaN,NaN
1382502000,193.66,193.66,193.66,193.66
1382502060,193.7,193.7,193.7,193.7
1382502120,193.7,193.98,193.7,193.98
1382502180,193.84,193.84,193.84,193.84
1382502240,NaN,NaN,NaN,NaN
1382502300,193.85,193.86,193.85,193.86
1382502360,193.88,193.9,193.88,193.9
1382502420,193.86,193.92,193.86,193.92
1382502480,193.86,193.98,193.86,193.98
1382502540,NaN,NaN,NaN,NaN
1382502600,193.99,193.99,193.99,193.99
1382502660,194,194,194,194
1382502720,NaN,NaN,NaN,NaN
1382502780,194.02,194.02,194.02,194.02
1382502840,194.03,194.08,194.03,194.08
1382502900,194.04,194.19,194.04,194.19
1382502960,194.19,194.2,194.19,194.2
1382503020,194.22,194.24,194.22,194.24
1382503080,194.24,194.24,194.24,194.24
1382503140,194.24,194.25,194.24,194.25
1382503200,194.25,194.25,194.2,194.2
1382503260,NaN,NaN,NaN,NaN
1382503320,194.25,194.25,194.25,194.25
1382503380,194.2,194.2,194.2,194.2
1382503440,194.2,194.2,194.2,194.2
1382503500,194.2,194.2,194.2,194.2
1382503560,194.2,194.25,194.19,194.25
1382503620,194.25,194.25,194.25,194.25
1382503680,193.82,193.82,193.82,193.82
1382503740,193.82,193.82,193.82,193.82
1382503800,NaN,NaN,NaN,NaN
1382503860,NaN,NaN,NaN,NaN
1382503920,NaN,NaN,NaN,NaN
1382503980,NaN,NaN,NaN,NaN
1382504040,NaN,NaN,NaN,NaN
1382504100,NaN,NaN,NaN,NaN
1382504160,193.81,193.81,193.81,193.81
1382504220,193.82,194,193.82,194
1382504280,194.18,194.25,194,194.01
1382504340,NaN,NaN,NaN,NaN
1382504400,NaN,NaN,NaN,NaN
1382504460,NaN,NaN,NaN,NaN
1382504520,NaN,NaN,NaN,NaN
1382504580,NaN,NaN,NaN,NaN
1382504640,NaN,NaN,NaN,NaN
1382504700,NaN,NaN,NaN,NaN
1382504760,NaN,NaN,NaN,NaN
1382504820,194.01,194.01,194.01,194.01
1382504880,194.01,194.01,194.01,194.01
1382504940,194,194,194,194
1382505000,194.01,194.01,194.01,194.01
1382505060,NaN,NaN,NaN,NaN
1382505120,194.01,194.13,194.01,194.13
1382505180,194.13,194.23,194.13,194.23
1382505240,194.23,194.24,194.23,194.24
1382505300,194.24,194.24,194.24,194.24
1382505360,NaN,NaN,NaN,NaN
1382505420,NaN,NaN,NaN,NaN
1382505480,194.23,194.24,194.23,194.24
1382505540,NaN,NaN,NaN,NaN
1382505600,NaN,NaN,NaN,NaN
1382505660,194.23,194.23,194.23,194.23
1382505720,NaN,NaN,NaN,NaN
1382505780,NaN,NaN,NaN,NaN
1382505840,NaN,NaN,NaN,NaN
1382505900,NaN,NaN,NaN,NaN
1382505960,NaN,NaN,NaN,NaN
1382506020,194.22,194.22,194.22,194.22
1382506080,194.22,194.22,194.22,194.22
1382506140,NaN,NaN,NaN,NaN
1382506200,194.22,194.22,194.22,194.22
1382506260,NaN,NaN,NaN,NaN
1382506320,NaN,NaN,NaN,NaN
1382506380,NaN,NaN,NaN,NaN
1382506440,193.93,194.22,193.93,194.22
1382506500,194.22,194.22,194.22,194.22
1382506560,194.22,194.22,194.22,194.22
1382506620,NaN,NaN,NaN,NaN
1382506680,194,194,194,194
1382506740,194,194,194,194
1382506800,194,194,194,194
1382506860,194,194.1,194,194.1
1382506920,NaN,NaN,NaN,NaN
1382506980,NaN,NaN,NaN,NaN
1382507040,NaN,NaN,NaN,NaN
1382507100,NaN,NaN,NaN,NaN
1382507160,194.21,194.24,194.21,194.24
1382507220,194.25,194.25,194.25,194.25
1382507280,NaN,NaN,NaN,NaN
1382507340,194.25,194.25,194.25,194.25
1382507400,194.25,194.25,194.25,194.25
1382507460,NaN,NaN,NaN,NaN
1382507520,194.25,194.25,194.25,194.25
1382507580,NaN,NaN,NaN,NaN
1382507640,194.25,194.25,194.25,194.25
1382507700,194.25,194.25,194.25,194.25
1382507760,194.25,194.25,194.25,194.25
1382507820,194.2,194.2,194,194
1382507880,NaN,NaN,NaN,NaN
1382507940,194.2,194.2,194,194
1382508000,194.2,194.25,194.2,194.25
1382508060,NaN,NaN,NaN,NaN
1382508120,194.25,194.25,194.25,194.25
1382508180,194.25,194.25,194.25,194.25
1382508240,194.25,194.25,194.25,194.25
1382508300,NaN,NaN,NaN,NaN
1382508360,194.25,194.25,194.25,194.25
1382508420,NaN,NaN,NaN,NaN
1382508480,194.25,194.25,194.25,194.25
1382508540,NaN,NaN,NaN,NaN
1382508600,NaN,NaN,NaN,NaN
1382508660,NaN,NaN,NaN,NaN
1382508720,194.18,194.2,194.18,194.2
1382508780,NaN,NaN,NaN,NaN
1382508840,194.1,194.25,194.1,194.25
1382508900,194.25,194.25,194.25,194.25
1382508960,194.01,194.01,194,194.01
1382509020,NaN,NaN,NaN,NaN
1382509080,194.01,194.01,194,194.01
1382509140,194.01,194.01,194,194
1382509200,NaN,NaN,NaN,NaN
1382509260,194,194,193.83,193.83
1382509320,NaN,NaN,NaN,NaN
1382509380,NaN,NaN,NaN,NaN
1382509440,193.83,193.83,193.83,193.83
1382509500,NaN,NaN,NaN,NaN
1382509560,193.83,193.83,193.83,193.83
1382509620,193.83,193.83,193.83,193.83
1382509680,193.74,193.74,193.74,193.74
1382509740,193.74,193.74,193.72,193.72
1382509800,193.72,193.72,193.51,193.7
1382509860,193.72,193.74,193.72,193.74
1382509920,193.74,193.74,193.72,193.72
1382509980,193.7,193.7,193.68,193.7
1382510040,193.7,193.7,193.68,193.68
1382510100,193.68,193.68,193.68,193.68
1382510160,193.68,193.68,193.68,193.68
1382510220,193.66,193.66,193.5,193.5
1382510280,193.48,193.48,193.3,193.3
1382510340,193.28,193.28,193.12,193.12
1382510400,193.12,193.12,193.1,193.1
1382510460,193.1,193.1,192.84,192.84
1382510520,192.84,192.84,192.66,192.66
1382510580,192.66,192.66,192.63,192.63
1382510640,192.63,192.66,192.62,192.62
1382510700,192.53,192.53,192.22,192.22
1382510760,192.15,192.15,190.62,190.62
1382510820,191.71,191.72,190.88,190.88
1382510880,190.62,190.62,190.18,190.18
1382510940,190.17,190.17,188.87,188.87
1382511000,188.86,190.2,187.91,188.99
1382511060,189,190.18,187.91,188.55
1382511120,188.54,188.55,188.54,188.55
1382511180,189.49,189.58,189.49,189.58
1382511240,189.47,190,189.47,189.99
1382511300,190.01,192.1,190.01,190.01
1382511360,NaN,NaN,NaN,NaN
1382511420,191.75,191.75,190.98,190.98
1382511480,191.01,191.01,191.01,191.01
1382511540,190.98,191.9,190.98,191.9
1382511600,191.81,191.81,190.99,190.99
1382511660,190.99,190.99,190.98,190.99
1382511720,190.98,190.99,190.97,190.99
1382511780,191.01,191.43,191,191.43
1382511840,191.45,191.85,191.45,191.85
1382511900,191.85,191.85,191.48,191.48
1382511960,NaN,NaN,NaN,NaN
1382512020,191.51,191.51,191.51,191.51
1382512080,NaN,NaN,NaN,NaN
1382512140,191.49,191.49,191.3,191.3
1382512200,191.02,191.02,190.99,190.99
1382512260,190.99,191,190.99,191
1382512320,190.99,190.99,190.99,190.99
1382512380,191,191,191,191
1382512440,NaN,NaN,NaN,NaN
1382512500,NaN,NaN,NaN,NaN
1382512560,190.96,191,190.96,191
1382512620,191,193,191,193
1382512680,193,193,193,193
1382512740,192.12,192.12,192.12,192.12
1382512800,NaN,NaN,NaN,NaN
1382512860,NaN,NaN,NaN,NaN
1382512920,NaN,NaN,NaN,NaN
1382512980,192.21,192.21,192.21,192.21
1382513040,192.21,192.21,192.15,192.15
1382513100,192.14,192.15,192.14,192.15
1382513160,192.07,192.07,192.07,192.07
1382513220,191.89,192.15,191.89,192.15
1382513280,192.58,193.1,192.58,193.1
1382513340,193.11,194.56,193.11,194.56
1382513400,194.52,194.52,194.11,194.11
1382513460,NaN,NaN,NaN,NaN
1382513520,194.01,194.01,194.01,194.01
1382513580,194.01,194.01,192.99,193
1382513640,193,193,193,193
1382513700,192.82,192.82,192.82,192.82
1382513760,192.82,193,192.58,192.58
1382513820,192.59,192.59,192.58,192.58
1382513880,192.59,192.59,192.59,192.59
1382513940,192.59,192.82,192.59,192.59
1382514000,192.82,192.99,192.59,192.59
1382514060,NaN,NaN,NaN,NaN
1382514120,192.59,192.59,192.59,192.59
1382514180,192.59,192.59,192.58,192.58
1382514240,192.59,192.59,192.15,192.15
1382514300,192.16,192.17,190.4,190.4
1382514360,190.4,190.4,187.66,187.66
1382514420,187.65,187.65,185,185
1382514480,185,192.14,185,191.99
1382514540,190.8,190.8,190.8,190.8
1382514600,190.79,190.94,190.79,190.79
1382514660,190.68,190.68,190.01,190.01
1382514720,190,190,189.99,189.99
1382514780,189.98,189.98,189.97,189.97
1382514840,190,190,189.74,189.74
1382514900,189.74,189.74,189.52,189.52
1382514960,189.72,189.72,189.7,189.72
1382515020,189.74,189.74,189.73,189.73
1382515080,189.72,189.73,189.72,189.73
1382515140,189.72,189.74,189.72,189.72
1382515200,189.74,189.74,189.73,189.73
1382515260,189.72,189.73,189.72,189.72
1382515320,189.72,189.72,189.71,189.71
1382515380,189.7,189.71,189.7,189.71
1382515440,189.71,189.73,189.71,189.73
1382515500,189.73,189.73,189.72,189.72
1382515560,189.51,189.51,189.51,189.51
1382515620,189.5,189.5,189.5,189.5
1382515680,NaN,NaN,NaN,NaN
1382515740,189.48,189.71,189.48,189.71
1382515800,189.48,189.72,189.48,189.72
1382515860,189.72,189.72,189.72,189.72
1382515920,189.72,190.19,189.51,189.51
1382515980,189.55,189.55,189.55,189.55
1382516040,NaN,NaN,NaN,NaN
1382516100,190.19,190.39,190.19,190.39
1382516160,190.36,190.36,190.36,190.36
1382516220,190.34,190.34,190.34,190.34
1382516280,190.4,190.4,190.4,190.4
1382516340,NaN,NaN,NaN,NaN
1382516400,190.44,190.54,190.44,190.54
1382516460,190.54,190.55,190.54,190.55
1382516520,190.55,190.55,190.55,190.55
1382516580,190.56,190.56,190.56,190.56
1382516640,190.55,190.55,190.55,190.55
1382516700,190.3,190.56,190.3,190.56
1382516760,190.57,190.58,190.57,190.58
1382516820,NaN,NaN,NaN,NaN
1382516880,NaN,NaN,NaN,NaN
1382516940,190.68,190.68,190.57,190.57
1382517000,190.68,190.75,190.68,190.75
1382517060,190.75,190.75,190.75,190.75
1382517120,190.81,191,190.81,191
1382517180,191,191,190.96,190.96
1382517240,191,191.11,191,191.11
1382517300,NaN,NaN,NaN,NaN
1382517360,191.13,191.35,191.13,191.35
1382517420,191.35,191.35,191.35,191.35
1382517480,191.43,191.44,191.43,191.44
1382517540,191.44,191.44,191.44,191.44
1382517600,191.49,191.5,191.45,191.45
1382517660,191.35,191.35,191.35,191.35
1382517720,191.13,191.13,191.12,191.12
1382517780,191.13,191.13,191.12,191.12
1382517840,191.12,191.12,191.12,191.12
1382517900,NaN,NaN,NaN,NaN
1382517960,191.12,191.12,191.12,191.12
1382518020,191.12,191.12,190.15,190.15
1382518080,189.97,189.97,189.6,189.6
1382518140,189.57,189.57,189.57,189.57
1382518200,189.47,189.5,189.23,189.5
1382518260,189.22,189.5,189.22,189.5
1382518320,189.22,189.22,189.22,189.22
1382518380,189.22,189.5,189,189.5
1382518440,189.5,189.5,189,189.48
1382518500,189.47,189.47,189.03,189.03
1382518560,189.03,189.03,189.03,189.03
1382518620,189.03,189.4,189.03,189.4
1382518680,189.4,189.4,189.4,189.4
1382518740,189.4,189.4,189.4,189.4
1382518800,189.47,189.96,189.47,189.96
1382518860,189.98,189.99,189.98,189.99
1382518920,189.99,190,189.99,190
1382518980,NaN,NaN,NaN,NaN
1382519040,190,190,190,190
1382519100,189.99,189.99,189.99,189.99
1382519160,189.99,189.99,189.98,189.99
1382519220,189.99,189.99,189.49,189.99
1382519280,189.99,189.99,189.95,189.99
1382519340,189.99,190,189.99,190
1382519400,190,190,189.89,189.89
1382519460,189.89,190,189.89,189.89
1382519520,189.89,189.89,189.89,189.89
1382519580,189.99,189.99,189.99,189.99
1382519640,NaN,NaN,NaN,NaN
1382519700,189.99,190,189.99,190
1382519760,189.98,189.98,189.98,189.98
